# topic-migration-map.tsv — T4 review artifact for the docs topic restructure
#
# One row per doc (289 total). Columns are TAB-separated:
#   current_rel  : path under bytesofpurpose-blog/docs/
#   route        : frozen absolute URL (Phase A) — UNCHANGED by any move
#   draft        : 1 if draft:true (excluded from prod build)
#   isReadme     : 1 if README/index (category landing)
#   inbound      : count of /docs/ body links pointing at this doc's route
#   topic        : target topic (NN-topic code)
#   sub          : sub-group hint (prompts | vocabulary | roles | culture | skills | '')
#   note         : rationale / flags
#   title        : doc title (truncated)
#   target_path  : PROPOSED destination under docs/ (refined per-topic in Phase D)
#
# SAFETY: every doc's slug is frozen to an absolute /docs route (Phase A), so moving a
# file changes ONLY its sidebar position, never its URL. Each Phase-D move is verified
# by asserting the route-manifest diff vs baseline is EMPTY.
#
# 10 topics (counts): generative-ai 18 · development 100 · productivity 40 · blogging 59
#   · scripting 9 · interview-prep 23 · companies 12 · entrepreneurship 2 · faith 6
#   · personal-growth 13. Plus 7 no-move: welcome (root) + 6 dissolving bucket READMEs
#   (definitions/craftsmanship/techniques/skills/prompts indexes — content rehomed in T13/T14).
#
# DECISIONS locked with Omar (T4):
#   - career-levels + skills cluster -> Companies/{roles,skills} (NOT interview-prep);
#     instead ADD a new interview-prep doc that references level/skill differences as prep.
#   - refining-soft-skills -> Companies/skills (general employee skills subfolder).
#   - habits-mastering + habits-managing-finances -> Personal Growth.
#   - author-tooling prompts (evals/heal/meta/refactor/author) -> Blogging/prompts;
#     reader prompts distributed (analyze->dev, draw/organize->productivity, star-story->interview).
#   - vocabulary consolidated: CLI/dev/PM/acronyms/emojis -> Productivity; blog/portfolio -> Development.
#
# OPEN per-topic refinements (decided DURING the Phase-D move of each topic, by eyeballing
# the sidebar — target_path here is the starting proposal, not final):
#   - Drop redundant topic-echoing sub-folders (e.g. 3-productivity/organization-techniques/,
#     4-blogging/blogging-techniques/, 5-scripting/scripting-techniques/) where the
#     "-techniques" framing word is now implied by the topic. Keep genuinely useful
#     sub-groups (e.g. blogging/{embed-diagrams,embed-code,adding-content}).
#   - GenAI pulls from 6 source roots -> regroup its 18 docs into ~3 clean sub-groups
#     (e.g. fundamentals / building-systems / my-genai-workflow) instead of echoing the
#     old folder names (understanding-the-genai-domain, tinkering, initiatives, ...).
#   - Faith: reframe backend-projects/home-automation nesting to faith-centric grouping.
#   - Bucket-A broken category links + numeric prefixes + _category_.json labels: T14.
#
current_rel	route	draft	isReadme	inbound	topic	sub	note	title	target_path
10-prompts/evals/specific-posts/evaluating-my-contributions.md	/docs/prompts/evals/specific-posts/evaluating-my-contributions	0	0	0	04-blogging	prompts	author-tooling prompt	Evaluating My Contributions Blog Post	4-blogging/prompts/evaluating-my-contributions.md
10-prompts/evals/specific-posts/evaluating-zapier-values.md	/docs/prompts/evals/specific-posts/evaluating-zapier-values	0	0	0	04-blogging	prompts	author-tooling prompt	Evaluating Zapier Values Blog Post	4-blogging/prompts/evaluating-zapier-values.md
10-prompts/future-plans.md	/docs/prompts/future-plans	1	0	0	(none)		DROP/REHOME: bucket index dissolves	Future Plans	(no-move)
10-prompts/heal/docusaurus-maintenance-system.md	/docs/prompts/heal/docusaurus-maintenance-system	0	0	0	04-blogging	prompts	author-tooling prompt	Docusaurus Maintenance System	4-blogging/prompts/docusaurus-maintenance-system.md
10-prompts/meta/prompt-maturity-framework.md	/docs/prompts/meta/prompt-maturity-framework	0	0	0	04-blogging	prompts	author-tooling prompt	Prompt Maturity Framework	4-blogging/prompts/prompt-maturity-framework.md
10-prompts/organize/daily-todo-carry-over.md	/docs/prompts/organize/daily-todo-carry-over	0	0	0	03-productivity	prompts		Daily Todo Carry Over	3-productivity/prompts/daily-todo-carry-over.md
10-prompts/organize/personal-life-content-organizer.md	/docs/prompts/organize/personal-life-content-organizer	0	0	0	10-personal-growth	prompts		Personal Life Content Organizer	10-personal-growth/prompts/personal-life-content-organizer.md
10-prompts/README.md	/docs/prompts/readme	0	1	0	(none)		DROP/REHOME: bucket index dissolves	AI Prompts Use Case Overview	(no-move)
10-prompts/refactor/role-refactoring-system.md	/docs/prompts/refactor/role-refactoring-system	0	0	0	04-blogging	prompts	author-tooling prompt	Role Refactoring System	4-blogging/prompts/role-refactoring-system.md
2-definitions/acronyms.mdx	/docs/definitions/acronyms	1	0	0	03-productivity	vocabulary	general glossary	Acronyms	3-productivity/vocabulary/acronyms.mdx
2-definitions/emojis.mdx	/docs/definitions/emojis-for-activities	0	0	0	03-productivity	vocabulary	general glossary	Emoji Usage	3-productivity/vocabulary/emojis.mdx
2-definitions/README.md	/docs/definitions/definitions	1	1	0	(none)		DROP: definitions index dissolves	Definitions	(no-move)
2-definitions/terminology-blog.md	/docs/definitions/terminology-blog	1	0	0	02-development	vocabulary		🪪 Blog Terms	2-development/vocabulary/terminology-blog.md
2-definitions/terminology-cli.mdx	/docs/definitions/terminology-cli	1	0	0	03-productivity	vocabulary		🪪 CLI Terms	3-productivity/vocabulary/terminology-cli.mdx
2-definitions/terminology-development.mdx	/docs/definitions/development-terminology	1	0	0	03-productivity	vocabulary		🪪 Development Terms	3-productivity/vocabulary/terminology-development.mdx
2-definitions/terminology-portfolio.mdx	/docs/definitions/terminology-portfolio	1	0	0	02-development	vocabulary		🪪 Portfolio Terms	2-development/vocabulary/terminology-portfolio.mdx
2-definitions/terminology-project-managementment.mdx	/docs/definitions/terminology-project-management	1	0	0	03-productivity	vocabulary	typo fix -> terminology-project-management	🪪 Project Management Terms	3-productivity/vocabulary/terminology-project-managementment.mdx
3-mental-models/1-understanding-data-structs-and-algos/understanding-dynamic-programming.mdx	/docs/mental-models/understanding-data-structs-and-algos/understanding-dynamic-programming	0	0	0	06-interview-prep		DSA -> interview prep (per plan: DSA in interview journey)	Understanding Dynamic Programming: A Complete Ment	6-interview-prep/understanding-data-structs-and-algos/understanding-dynamic-programming.mdx
3-mental-models/1-understanding-data-structs-and-algos/understanding-graphs.mdx	/docs/mental-models/understanding-data-structs-and-algos/understanding-graphs	0	0	0	06-interview-prep		DSA -> interview prep (per plan: DSA in interview journey)	Understanding Graphs: A Complete Mental Model for 	6-interview-prep/understanding-data-structs-and-algos/understanding-graphs.mdx
3-mental-models/1-understanding-data-structs-and-algos/understanding-heaps.mdx	/docs/mental-models/understanding-data-structs-and-algos/understanding-heaps	0	0	0	06-interview-prep		DSA -> interview prep (per plan: DSA in interview journey)	Understanding Heaps: A Complete Mental Model for D	6-interview-prep/understanding-data-structs-and-algos/understanding-heaps.mdx
3-mental-models/1-understanding-data-structs-and-algos/understanding-lists.mdx	/docs/mental-models/understanding-data-structs-and-algos/understanding-lists	0	0	0	06-interview-prep		DSA -> interview prep (per plan: DSA in interview journey)	Understanding Lists: A Complete Mental Model for S	6-interview-prep/understanding-data-structs-and-algos/understanding-lists.mdx
3-mental-models/1-understanding-data-structs-and-algos/understanding-trees.mdx	/docs/mental-models/understanding-data-structs-and-algos/understanding-trees	0	0	0	06-interview-prep		DSA -> interview prep (per plan: DSA in interview journey)	Understanding Trees: A Complete Mental Model for H	6-interview-prep/understanding-data-structs-and-algos/understanding-trees.mdx
3-mental-models/2-understanding-cultural-values/2025-09-25-understanding-cultural-values.md	/docs/mental-models/understanding-cultural-values/understanding-tech-company-culture	0	0	0	07-companies	culture		🏢 Company Culture	7-companies/culture/2025-09-25-understanding-cultural-values.md
3-mental-models/2-understanding-cultural-values/2025-09-25-understanding-zapier-values.md	/docs/mental-models/understanding-cultural-values/understanding-zapier-values	1	0	0	07-companies	culture		⚡ Zapier's Values	7-companies/culture/2025-09-25-understanding-zapier-values.md
3-mental-models/3-understanding-processes/understanding-the-interview-process.md	/docs/mental-models/understanding-processes/understanding-the-interview-process	0	0	1	06-interview-prep			Interview Process	6-interview-prep/understanding-processes/understanding-the-interview-process.md
3-mental-models/4-understanding-career-levels/2025-10-02-staff-engineer-traits.md	/docs/mental-models/understanding-career-levels/staff-engineer-traits	0	0	0	07-companies	roles		📈 Key Traits of a Staff Engineer	7-companies/roles/2025-10-02-staff-engineer-traits.md
3-mental-models/4-understanding-career-levels/understanding-differences-in-skills.mdx	/docs/mental-models/understanding-career-levels/understanding-sde-levels	0	0	1	07-companies	roles		SDE Skill Differences	7-companies/roles/understanding-differences-in-skills.mdx
3-mental-models/5-understanding-skills/understanding-desireable-leadership-skills.md	/docs/mental-models/understanding-skills/leadership-principles-companies-look-for	0	0	2	07-companies	skills		Leadership Principles	7-companies/skills/understanding-desireable-leadership-skills.md
3-mental-models/5-understanding-skills/understanding-desireable-soft-skills.md	/docs/mental-models/understanding-skills/soft-skills-interview-evaluation	0	0	1	07-companies	skills		Soft Skills Evaluation	7-companies/skills/understanding-desireable-soft-skills.md
3-mental-models/5-understanding-skills/understanding-desireable-tech-skills.md	/docs/mental-models/understanding-skills/technical-skills-interview-evaluation	0	0	2	07-companies	skills		Technical Skills Evaluation	7-companies/skills/understanding-desireable-tech-skills.md
3-mental-models/6-understanding-the-genai-domain/2025-06-15-ai-engineer-world-fair.md	/docs/mental-models/understanding-the-genai-domain/ai-engineer-world-fair-2025	0	0	0	01-generative-ai			🌍 AI Engineer World Fair 2025	1-generative-ai/understanding-the-genai-domain/2025-06-15-ai-engineer-world-fair.md
3-mental-models/6-understanding-the-genai-domain/2025-07-30-understanding-the-fundamentals-of-genai.md	/docs/mental-models/understanding-the-genai-domain/understanding-fundamentals-of-genai-systems	0	0	3	01-generative-ai			🤖 The Fundamentals of Agentic Systems	1-generative-ai/understanding-the-genai-domain/2025-07-30-understanding-the-fundamentals-of-genai.md
3-mental-models/6-understanding-the-genai-domain/2025-10-04-learning-about-genai.md	/docs/mental-models/understanding-the-genai-domain/learning-about-genai	0	0	0	01-generative-ai			💡 GenAI Learning Guide	1-generative-ai/understanding-the-genai-domain/2025-10-04-learning-about-genai.md
3-mental-models/6-understanding-the-genai-domain/2025-11-10-ai-framework-landscape.md	/docs/mental-models/understanding-the-genai-domain/ai-framework-landscape	0	0	2	01-generative-ai			🗺️ The AI Framework Landscape	1-generative-ai/understanding-the-genai-domain/2025-11-10-ai-framework-landscape.md
4-development/1-ideas/README.md	/docs/development/ideas/ideas	1	1	0	02-development			Ideas	2-development/ideas/README.md
4-development/2-research/learning-topics/backend-topics/learning-aws.mdx	/docs/development/research/learning-topics/backend-topics/learning-aws	1	0	0	02-development			Learning AWS	2-development/learning-topics/backend-topics/learning-aws.mdx
4-development/2-research/learning-topics/backend-topics/learning-bash.mdx	/docs/development/research/learning-topics/backend-topics/learning-bash	1	0	0	02-development			Learning Bash	2-development/learning-topics/backend-topics/learning-bash.mdx
4-development/2-research/learning-topics/backend-topics/learning-docker.mdx	/docs/development/research/learning-topics/backend-topics/learning-docker	1	0	0	02-development			Learning Docker	2-development/learning-topics/backend-topics/learning-docker.mdx
4-development/2-research/learning-topics/backend-topics/learning-graphql.mdx	/docs/development/research/learning-topics/backend-topics/learning-graphql	1	0	0	02-development			Learning GraphQL	2-development/learning-topics/backend-topics/learning-graphql.mdx
4-development/2-research/learning-topics/backend-topics/learning-http.mdx	/docs/development/research/learning-topics/backend-topics/learning-http	1	0	0	02-development			Learning HTTP	2-development/learning-topics/backend-topics/learning-http.mdx
4-development/2-research/learning-topics/backend-topics/learning-java-spring.mdx	/docs/development/research/learning-topics/backend-topics/learning-java-spring	1	0	0	02-development			Learning Java Spring	2-development/learning-topics/backend-topics/learning-java-spring.mdx
4-development/2-research/learning-topics/backend-topics/learning-java.mdx	/docs/development/research/learning-topics/backend-topics/learning-java	1	0	0	02-development			Learning Java	2-development/learning-topics/backend-topics/learning-java.mdx
4-development/2-research/learning-topics/backend-topics/learning-linear-algebra.mdx	/docs/development/research/learning-topics/backend-topics/learning-linear-algebra	1	0	0	02-development			Learning Linear Algebra	2-development/learning-topics/backend-topics/learning-linear-algebra.mdx
4-development/2-research/learning-topics/backend-topics/learning-oauth.mdx	/docs/development/research/learning-topics/backend-topics/learning-oauth	1	0	0	02-development			Learning OAuth	2-development/learning-topics/backend-topics/learning-oauth.mdx
4-development/2-research/learning-topics/backend-topics/learning-python.mdx	/docs/development/research/learning-topics/backend-topics/learning-python	1	0	0	02-development			Learning Python	2-development/learning-topics/backend-topics/learning-python.mdx
4-development/2-research/learning-topics/frontend-topics/learning-frontend-eslint.md	/docs/development/research/learning-topics/frontend-topics/learning-frontend-eslint	1	0	0	02-development			Learning ESLint	2-development/learning-topics/frontend-topics/learning-frontend-eslint.md
4-development/2-research/learning-topics/frontend-topics/learning-frontend-webpack.md	/docs/development/research/learning-topics/frontend-topics/learning-frontend-webpack	1	0	0	02-development			Learning Frontend Webpack	2-development/learning-topics/frontend-topics/learning-frontend-webpack.md
4-development/2-research/learning-topics/frontend-topics/learning-web-design.md	/docs/development/research/learning-topics/frontend-topics/learning-web-design	1	0	0	02-development			Learning Web Design	2-development/learning-topics/frontend-topics/learning-web-design.md
4-development/2-research/learning-topics/frontend-topics/README.md	/docs/development/research/learning-topics/frontend-topics/learning-topics	1	1	0	02-development			Learning Topics	2-development/learning-topics/frontend-topics/README.md
4-development/2-research/learning-topics/learning-business.md	/docs/development/research/learning-topics/learning-business	1	0	0	08-entrepreneurship			Learning Business	8-entrepreneurship/research/learning-topics/learning-business.md
4-development/2-research/learning-topics/learning-software.md	/docs/development/research/learning-topics/learning-software	1	0	0	02-development			Learning Software	2-development/research/learning-topics/learning-software.md
4-development/2-research/README.md	/docs/development/research/research	0	1	0	02-development			Research	2-development/research/README.md
4-development/3-tinkering/2025-09-30-tinkering-with-rag.md	/docs/development/tinkering/tinkering-with-rag	1	0	0	01-generative-ai			🔍 Tinkering with RAG	1-generative-ai/tinkering/2025-09-30-tinkering-with-rag.md
4-development/3-tinkering/my-firsts/my-first-brew-plugin.mdx	/docs/development/tinkering/my-firsts/my-first-brew-plugin	1	0	0	02-development			My First Brew Plugin	2-development/tinkering/my-firsts/my-first-brew-plugin.mdx
4-development/3-tinkering/my-firsts/my-first-chrome-plugin.mdx	/docs/development/tinkering/my-firsts/my-first-chrome-plugin	1	0	0	02-development			My First Chrome Plugin	2-development/tinkering/my-firsts/my-first-chrome-plugin.mdx
4-development/3-tinkering/my-firsts/my-first-intellij-plugin.mdx	/docs/development/tinkering/my-firsts/my-first-intellij-plugin	1	0	0	02-development			My First IntelliJ Plugin	2-development/tinkering/my-firsts/my-first-intellij-plugin.mdx
4-development/3-tinkering/my-firsts/my-first-ios-app.md	/docs/development/tinkering/my-firsts/my-first-ios-app	1	0	0	02-development			My First iOS App	2-development/tinkering/my-firsts/my-first-ios-app.md
4-development/3-tinkering/my-firsts/my-first-mac-menubar-app.md	/docs/development/tinkering/my-firsts/my-first-mac-menubar-app	1	0	0	02-development			My First Mac Menu Bar App	2-development/tinkering/my-firsts/my-first-mac-menubar-app.md
4-development/3-tinkering/my-firsts/my-first-noteplan-plugin.mdx	/docs/development/tinkering/my-firsts/my-first-noteplan-plugin	1	0	0	02-development			My First NotePlan Plugin	2-development/tinkering/my-firsts/my-first-noteplan-plugin.mdx
4-development/3-tinkering/my-firsts/my-first-react-app.mdx	/docs/development/tinkering/my-firsts/my-first-react-app	1	0	0	02-development			My First React App	2-development/tinkering/my-firsts/my-first-react-app.mdx
4-development/3-tinkering/my-firsts/my-first-vscode-plugin.mdx	/docs/development/tinkering/my-firsts/my-first-vscode-plugin	1	0	0	02-development			My First VSCode Plugin	2-development/tinkering/my-firsts/my-first-vscode-plugin.mdx
4-development/3-tinkering/my-firsts/README.mdx	/docs/development/tinkering/my-firsts/hello-worlds	0	1	0	02-development			Hello Worlds	2-development/tinkering/my-firsts/README.mdx
4-development/3-tinkering/README.md	/docs/development/tinkering/tinkering	0	1	0	02-development			Tinkering	2-development/tinkering/README.md
4-development/3-tinkering/tinker-applescript.md	/docs/development/tinkering/tinker-applescript	1	0	0	02-development			Tinkering with AppleScript	2-development/tinkering/tinker-applescript.md
4-development/3-tinkering/tinker-browser-automation.md	/docs/development/tinkering/tinker-browser-automation	1	0	0	02-development			Tinkering with Browser Automation	2-development/tinkering/tinker-browser-automation.md
4-development/3-tinkering/tinker-geometric-design.md	/docs/development/tinkering/tinker-geometric-design	1	0	0	02-development			Tinkering with Geometric Design	2-development/tinkering/tinker-geometric-design.md
4-development/3-tinkering/tinker-graphql.md	/docs/development/tinkering/tinker-graphql	1	0	0	02-development			Tinkering with GraphQL	2-development/tinkering/tinker-graphql.md
4-development/3-tinkering/tinker-linux.md	/docs/development/tinkering/tinker-linux	1	0	0	02-development			Tinkering with Linux	2-development/tinkering/tinker-linux.md
4-development/3-tinkering/tinker-mac-automation.md	/docs/development/tinkering/tinker-mac-automation	1	0	0	02-development			Tinkering with Mac Automation	2-development/tinkering/tinker-mac-automation.md
4-development/3-tinkering/tinker-timeouts.md	/docs/development/tinkering/tinker-timeouts	1	0	0	02-development			Tinker Timeouts	2-development/tinkering/tinker-timeouts.md
4-development/3-tinkering/tinker-type-projections.md	/docs/development/tinkering/tinker-type-projections	1	0	0	02-development			Tinker Type Projections	2-development/tinkering/tinker-type-projections.md
4-development/4-pocs/enhancing-the-google-search-experience.md	/docs/development/pocs/enhancing-the-google-search-experience	0	0	0	02-development			Enhancing the Google Search Experience	2-development/pocs/enhancing-the-google-search-experience.md
4-development/4-pocs/README.md	/docs/development/pocs/pocs	0	1	0	02-development			Proof of Concepts	2-development/pocs/README.md
4-development/5-initiatives/llm-move.mdx	/docs/development/initiatives/llm-move	1	0	0	01-generative-ai			LLM Move Initiative	1-generative-ai/initiatives/llm-move.mdx
4-development/5-initiatives/llm-plant.mdx	/docs/development/initiatives/llm-plant	1	0	0	01-generative-ai			LLM Plant Initiative	1-generative-ai/initiatives/llm-plant.mdx
4-development/5-initiatives/llm-productivity-tools.mdx	/docs/development/initiatives/llm-productivity-tools	1	0	0	01-generative-ai			LLM Productivity Tools Initiative	1-generative-ai/initiatives/llm-productivity-tools.mdx
4-development/5-initiatives/README.md	/docs/development/initiatives/initiatives	0	1	1	02-development			Initiatives	2-development/initiatives/README.md
4-development/6-projects/backend-projects/automation/automate-backups.md	/docs/development/projects/backend-projects/automation/automate-backups	1	0	0	02-development			Automate Backups	2-development/backend-projects/automation/automate-backups.md
4-development/6-projects/backend-projects/automation/automate-email-filtering.md	/docs/development/projects/backend-projects/automation/automate-email-filtering	1	0	0	02-development			Automate Email Filtering	2-development/backend-projects/automation/automate-email-filtering.md
4-development/6-projects/backend-projects/automation/automate-tagging.md	/docs/development/projects/backend-projects/automation/automate-tagging	1	0	0	02-development			Automate Tagging	2-development/backend-projects/automation/automate-tagging.md
4-development/6-projects/backend-projects/automation/develop-shortcuts.md	/docs/development/projects/backend-projects/automation/develop-shortcuts	1	0	0	02-development			Develop Shortcuts	2-development/backend-projects/automation/develop-shortcuts.md
4-development/6-projects/backend-projects/develop-a-google-places-extractor.md	/docs/development/projects/backend-projects/develop-a-google-places-extractor	1	0	0	02-development			Develop a Google Places Extractor	2-development/projects/backend-projects/develop-a-google-places-extractor.md
4-development/6-projects/backend-projects/develop-a-markdown-catter.md	/docs/development/projects/backend-projects/develop-a-markdown-catter	1	0	0	02-development			Develop a Markdown Catter	2-development/projects/backend-projects/develop-a-markdown-catter.md
4-development/6-projects/backend-projects/diagraming-tools/develop-a-mind-map-generator.md	/docs/development/projects/backend-projects/diagraming-tools/develop-a-mind-map-generator	1	0	0	02-development			Develop a Mind Map Generator	2-development/backend-projects/diagraming-tools/develop-a-mind-map-generator.md
4-development/6-projects/backend-projects/diagraming-tools/develop-a-vim-plugin-for-todos.md	/docs/development/projects/backend-projects/diagraming-tools/develop-a-vim-plugin-for-todos	1	0	0	02-development			Develop a Vim Plugin for Todos	2-development/backend-projects/diagraming-tools/develop-a-vim-plugin-for-todos.md
4-development/6-projects/backend-projects/home-automation/automate-athan-player.md	/docs/development/projects/backend-projects/home-automation/automate-athan-player	1	0	0	09-faith			Automate Athan Player	9-faith/backend-projects/home-automation/automate-athan-player.md
4-development/6-projects/backend-projects/home-automation/automate-quran-player.md	/docs/development/projects/backend-projects/home-automation/automate-quran-player	1	0	0	09-faith			Automate Quran Player	9-faith/backend-projects/home-automation/automate-quran-player.md
4-development/6-projects/backend-projects/home-automation/automate-tasbeeh-tracking.md	/docs/development/projects/backend-projects/home-automation/automate-tasbeeh-tracking	1	0	0	09-faith			Automate Tasbeeh Tracking	9-faith/backend-projects/home-automation/automate-tasbeeh-tracking.md
4-development/6-projects/backend-projects/home-automation/develop-automation-hub.md	/docs/development/projects/backend-projects/home-automation/develop-automation-hub	1	0	0	02-development			Develop Automation Hub	2-development/backend-projects/home-automation/develop-automation-hub.md
4-development/6-projects/backend-projects/link-management/develop-a-url-shortner.md	/docs/development/projects/backend-projects/link-management/develop-a-url-shortner	1	0	0	02-development			Develop a URL Shortener	2-development/backend-projects/link-management/develop-a-url-shortner.md
4-development/6-projects/backend-projects/link-management/develop-a-xcallback-link-hopping-tools-glue.md	/docs/development/projects/backend-projects/link-management/develop-a-xcallback-link-hopping-tools-glue	1	0	0	02-development			Develop a XCallback Link Hopping Tools Glue	2-development/backend-projects/link-management/develop-a-xcallback-link-hopping-tools-glue.md
4-development/6-projects/backend-projects/link-management/develop-validation-scripts.md	/docs/development/projects/backend-projects/link-management/develop-validation-scripts	1	0	0	02-development			Develop Validation Scripts	2-development/backend-projects/link-management/develop-validation-scripts.md
4-development/6-projects/backend-projects/plugins/develop-a-quip-plugin.md	/docs/development/projects/backend-projects/plugins/developing-quip-app	1	0	0	02-development			Development Initiative: Quip App	2-development/backend-projects/plugins/develop-a-quip-plugin.md
4-development/6-projects/backend-projects/plugins/develop-a-vscode-plugin-for-todos.md	/docs/development/projects/backend-projects/plugins/develop-a-vscode-plugin-for-todos	1	0	0	02-development			Develop a VSCode Plugin for Todos	2-development/backend-projects/plugins/develop-a-vscode-plugin-for-todos.md
4-development/6-projects/backend-projects/plugins/develop-brew-plugins-for-workspace.md	/docs/development/projects/backend-projects/plugins/develop-brew-plugins-for-workspace	1	0	0	02-development			Develop Brew Plugins for Workspace	2-development/backend-projects/plugins/develop-brew-plugins-for-workspace.md
4-development/6-projects/backend-projects/plugins/develop-tampermonkey-scripts.md	/docs/development/projects/backend-projects/plugins/develop-tampermonkey-scripts	1	0	0	02-development			Develop Tampermonkey Scripts	2-development/backend-projects/plugins/develop-tampermonkey-scripts.md
4-development/6-projects/backend-projects/task-management/develop-a-task-management-cli.md	/docs/development/projects/backend-projects/task-management/develop-a-task-management-cli	1	0	0	02-development			Develop a Task Management CLI	2-development/backend-projects/task-management/develop-a-task-management-cli.md
4-development/6-projects/backend-projects/unorganized-software-development-ideas.md	/docs/development/projects/backend-projects/unorganized-software-development-ideas	1	0	0	02-development			Unorganized Software Development Ideas	2-development/projects/backend-projects/unorganized-software-development-ideas.md
